Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,2019_diff_2018,2020_diff_2019,2021_diff_2020,2022_diff_2021,2023_predict
울산광역시 동구,Q,379,5713,381,6097,367,6347,362,6553,349,7191,361,7334,250,206,638,143,small_increase
울산광역시 동구,R,120,648,124,659,137,696,73,329,81,401,76,367,37,-367,72,-34,big_increase
울산광역시 동구,S,253,812,237,770,266,845,214,600,227,614,249,685,75,-245,14,71,big_increase
울산광역시 북구,A,1,8,3,12,4,13,4,20,6,34,6,34,1,7,14,0,big_increase
울산광역시 북구,B,1,8,1,4,1,5,1,4,1,4,1,3,1,-1,0,-1,big_increase
울산광역시 북구,C,1121,54892,1121,54973,1171,54727,1106,52303,1170,53394,1215,55379,-246,-2424,1091,1985,small_increase
울산광역시 북구,D,2,341,2,298,3,297,3,280,3,277,3,341,-1,-17,-3,64,big_increase
울산광역시 북구,E,13,108,14,118,16,144,13,138,18,157,18,160,26,-6,19,3,big_increase
울산광역시 북구,F,205,2027,232,2291,238,2396,204,2556,263,2908,279,2900,105,160,352,-8,small_increase
울산광역시 북구,G,1426,7215,1410,7333,1396,7261,1172,5600,1342,6584,1305,6588,-72,-1661,984,4,small_decrease
울산광역시 북구,H,157,3748,168,3449,179,3154,165,2524,200,3945,202,4074,-295,-630,1421,129,small_increase
울산광역시 북구,I,1113,5178,1139,5607,1309,6076,912,4506,1031,4949,1139,5718,469,-1570,443,769,small_decrease
울산광역시 북구,J,19,73,22,116,26,138,25,97,28,169,32,200,22,-41,72,31,big_increase
울산광역시 북구,K,88,843,83,802,78,774,74,707,77,735,77,732,-28,-67,28,-3,big_increase
울산광역시 북구,L,237,932,215,1045,240,1105,203,802,261,956,270,963,60,-303,154,7,small_increase
울산광역시 북구,M,116,1393,125,1314,131,1418,137,1163,147,1593,147,1610,104,-255,430,17,small_increase
울산광역시 북구,N,123,2512,126,2605,124,2101,121,2792,142,3550,145,2908,-504,691,758,-642,small_increase
울산광역시 북구,P,356,2179,369,2286,422,2530,367,2035,388,2043,414,2145,244,-495,8,102,small_increase
울산광역시 북구,Q,428,4384,441,4846,467,5142,474,5445,488,5943,500,6375,296,303,498,432,small_increase
울산광역시 북구,R,144,567,149,629,158,668,110,435,131,506,160,733,39,-233,71,227,big_increase
울산광역시 북구,S,367,1784,384,1960,418,2034,360,1785,402,2136,419,2053,74,-249,351,-83,small_increase
울산광역시 울주군,A,16,70,20,107,21,131,35,209,37,194,50,264,24,78,-15,70,big_increase
울산광역시 울주군,B,12,237,15,279,12,260,11,267,10,229,10,224,-19,7,-38,-5,big_increase
울산광역시 울주군,C,2019,44969,2069,45321,2271,48072,2269,46210,2263,44548,2506,46634,2751,-1862,-1662,2086,small_increase
울산광역시 울주군,D,8,1079,7,1197,10,1195,12,1241,13,1448,12,1490,-2,46,207,42,small_increase
울산광역시 울주군,E,65,679,76,724,89,828,88,742,89,828,98,931,104,-86,86,103,big_increase
울산광역시 울주군,F,687,8837,690,9459,716,10199,673,9975,768,9559,876,10802,740,-224,-416,1243,small_increase
울산광역시 울주군,G,1307,6413,1325,6543,1473,7203,1255,5971,1313,6066,1372,6271,660,-1232,95,205,small_decrease
울산광역시 울주군,H,249,5360,263,5109,287,4832,262,4835,317,4967,317,5081,-277,3,132,114,small_increase
울산광역시 울주군,I,1434,5583,1517,6058,1646,6470,1126,4487,1184,4790,1293,5321,412,-1983,303,531,small_decrease
울산광역시 울주군,J,29,189,33,239,43,275,44,307,42,314,51,361,36,32,7,47,big_increase
울산광역시 울주군,K,72,854,72,840,74,826,71,807,75,872,78,812,-14,-19,65,-60,big_increase
울산광역시 울주군,L,221,752,219,769,248,834,225,724,238,963,259,927,65,-110,239,-36,big_increase
울산광역시 울주군,M,105,1141,112,1253,128,1343,126,1275,153,1448,187,1725,90,-68,173,277,small_increase
울산광역시 울주군,N,241,2825,232,2825,253,3019,225,3189,205,2637,254,3188,194,170,-552,551,small_increase
울산광역시 울주군,P,355,3232,342,3248,367,3460,327,3309,313,3362,340,3397,212,-151,53,35,small_increase
울산광역시 울주군,Q,430,5726,442,5862,459,5923,455,6451,455,6461,500,7036,61,528,10,575,small_increase
울산광역시 울주군,R,158,1023,170,1040,183,1076,116,670,130,879,155,994,36,-406,209,115,small_increase
울산광역시 울주군,S,453,1950,491,1686,539,1807,490,1514,468,1499,491,1629,121,-293,-15,130,small_increase
세종특별자치시 세종시,A,9,60,15,70,25,126,28,115,37,181,50,244,56,-11,66,63,big_increase
세종특별자치시 세종시,B,9,122,9,116,9,114,8,112,8,83,6,122,-2,-2,-29,39,big_increase
세종특별자치시 세종시,C,791,18673,891,19429,956,20070,958,19080,1036,20031,1115,21482,641,-990,951,1451,small_increase
세종특별자치시 세종시,D,9,360,10,479,11,541,10,614,15,543,13,426,62,73,-71,-117,big_increase
세종특별자치시 세종시,E,51,452,59,557,63,592,59,641,67,703,75,699,35,49,62,-4,big_increase
세종특별자치시 세종시,F,410,3660,461,6233,511,6106,495,5565,683,7511,759,6780,-127,-541,1946,-731,small_increase
세종특별자치시 세종시,G,1214,5674,1365,6956,1576,7229,1475,6927,1766,8311,1944,8779,273,-302,1384,468,small_increase
세종특별자치시 세종시,H,112,2200,124,2808,147,3099,143,2662,166,3153,194,3364,291,-437,491,211,small_increase
세종특별자치시 세종시,I,1691,7239,1935,8620,2317,9839,1895,7945,2198,9206,2361,10043,1219,-1894,1261,837,small_decrease
세종특별자치시 세종시,J,85,615,120,864,167,983,185,1253,252,1964,349,2514,119,270,711,550,small_increase
세종특별자치시 세종시,K,141,1366,159,1782,180,1960,173,2072,195,2244,209,2283,178,112,172,39,small_increase
세종특별자치시 세종시,L,675,3331,767,3418,842,3798,748,3113,1002,4067,1089,3925,380,-685,954,-142,small_decrease
세종특별자치시 세종시,M,267,5697,319,5995,421,6609,480,7317,589,8187,708,8820,614,708,870,633,small_increase
세종특별자치시 세종시,N,224,3806,249,4456,305,4070,284,3843,348,4984,389,4982,-386,-227,1141,-2,small_increase
세종특별자치시 세종시,P,532,4480,648,5037,816,5694,766,5638,886,6973,1006,6972,657,-56,1335,-1,small_increase
세종특별자치시 세종시,Q,644,6624,783,8902,847,10033,863,11227,912,12546,981,13613,1131,1194,1319,1067,small_increase
세종특별자치시 세종시,R,218,1162,263,1391,307,1578,230,1402,317,1848,350,2133,187,-176,446,285,small_increase
세종특별자치시 세종시,S,586,1988,728,2586,792,2855,726,2596,850,3277,914,3385,269,-259,681,108,small_increase
수원시,A,205,252,221,210,226,248,205,252,221,210,226,248,38,4,-42,38,big_increase
수원시,B,0,0,0,0,0,5,0,0,0,0,0,5,5,-5,0,5,big_increase
수원시,C,40880,46281,36448,33668,35169,36702,40880,46281,36448,33668,35169,36702,3034,9579,-12613,3034,small_increase
수원시,D,652,683,533,616,802,578,652,683,533,616,802,578,-38,105,-67,-38,big_increase
수원시,E,823,829,967,865,1007,1116,823,829,967,865,1007,1116,251,-287,36,251,small_increase
수원시,F,23468,24253,24966,21434,19676,21152,23468,24253,24966,21434,19676,21152,-282,3101,-2819,-282,small_increase
수원시,G,46590,47836,47743,39505,43813,45075,46590,47836,47743,39505,43813,45075,5570,2761,-8331,5570,small_increase
수원시,H,11731,11414,11843,9673,10133,10866,11731,11414,11843,9673,10133,10866,1193,548,-1741,1193,small_increase
수원시,I,38293,40437,41310,29415,31910,37024,38293,40437,41310,29415,31910,37024,7609,3413,-11022,7609,small_increase
수원시,J,5517,5144,5055,4535,5579,6611,5517,5144,5055,4535,5579,6611,2076,-1467,-609,2076,small_decrease
수원시,K,14752,14831,14214,13342,14187,13513,14752,14831,14214,13342,14187,13513,171,1318,-1489,171,small_increase
수원시,L,9342,9737,9620,8673,10239,10335,9342,9737,9620,8673,10239,10335,1662,-598,-1064,1662,small_increase
수원시,M,44178,54842,55113,55865,59263,60797,44178,54842,55113,55865,59263,60797,4932,-5955,1023,4932,small_increase
수원시,N,32618,32238,33664,32734,35102,36828,32618,32238,33664,32734,35102,36828,4094,-4590,496,4094,small_increase
수원시,P,23920,24398,23912,21034,20523,22025,23920,24398,23912,21034,20523,22025,991,2373,-3364,991,small_increase
수원시,Q,38302,41019,43383,45985,46410,50141,38302,41019,43383,45985,46410,50141,4156,-9122,4966,4156,small_increase
수원시,R,6201,6475,6667,4453,4958,5779,6201,6475,6667,4453,4958,5779,1326,696,-2022,1326,small_increase
수원시,S,13222,13757,13850,10938,11714,11959,13222,13757,13850,10938,11714,11959,1021,1798,-2819,1021,small_increase
성남시,A,93,116,95,94,106,97,93,116,95,94,106,97,3,19,-22,3,big_increase
성남시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
성남시,C,38166,38212,38970,36565,36803,37619,38166,38212,38970,36565,36803,37619,1054,593,-1647,1054,small_increase
성남시,D,970,1090,1293,1287,1333,1325,970,1090,1293,1287,1333,1325,38,-235,197,38,small_increase
성남시,E,1551,1669,1560,1498,1581,1395,1551,1669,1560,1498,1581,1395,-103,274,-171,-103,big_increase
성남시,F,33576,29838,27477,25575,32489,28663,33576,29838,27477,25575,32489,28663,3088,1175,-4263,3088,small_increase
성남시,G,59888,65593,62696,55129,57175,57698,59888,65593,62696,55129,57175,57698,2569,7895,-10464,2569,small_increase
성남시,H,10137,9812,9925,8254,9079,9190,10137,9812,9925,8254,9079,9190,936,622,-1558,936,small_increase
성남시,I,35328,36490,35475,27518,28970,31427,35328,36490,35475,27518,28970,31427,3909,5063,-8972,3909,small_increase
성남시,J,53687,57574,61188,68616,83684,86977,53687,57574,61188,68616,83684,86977,18361,-29403,11042,18361,small_increase
성남시,K,11263,12074,12293,12271,14108,13947,11263,12074,12293,12271,14108,13947,1676,-1873,197,1676,small_decrease
성남시,L,12443,12793,13133,12244,13179,13320,12443,12793,13133,12244,13179,13320,1076,-527,-549,1076,small_increase
성남시,M,39005,39740,41085,41615,46102,51101,39005,39740,41085,41615,46102,51101,9486,-11361,1875,9486,small_increase
성남시,N,23899,24448,28098,25114,27856,29344,23899,24448,28098,25114,27856,29344,4230,-4896,666,4230,small_increase
성남시,P,23918,24504,23641,20692,20992,22372,23918,24504,23641,20692,20992,22372,1680,2132,-3812,1680,small_increase
성남시,Q,34493,36389,37692,40440,42313,44872,34493,36389,37692,40440,42313,44872,4432,-8483,4051,4432,small_increase
성남시,R,5892,6206,6181,4306,4927,5436,5892,6206,6181,4306,4927,5436,1130,770,-1900,1130,small_increase
성남시,S,13031,13168,12748,10653,11274,12257,13031,13168,12748,10653,11274,12257,1604,911,-2515,1604,small_increase
의정부시,A,21,21,16,38,45,38,21,21,16,38,45,38,0,-17,17,0,big_increase
의정부시,B,47,48,47,43,42,47,47,48,47,43,42,47,4,1,-5,4,big_increase
의정부시,C,7014,6468,6446,5892,5410,4747,7014,6468,6446,5892,5410,4747,-1145,1721,-576,-1145,big_increase
의정부시,D,664,636,634,642,653,680,664,636,634,642,653,680,38,-44,6,38,big_increase
의정부시,E,465,508,413,399,464,455,465,508,413,399,464,455,56,53,-109,56,big_increase
의정부시,F,4971,5356,5950,4100,4674,4358,4971,5356,5950,4100,4674,4358,258,998,-1256,258,small_increase
의정부시,G,16045,15700,15813,12249,13971,14238,16045,15700,15813,12249,13971,14238,1989,1462,-3451,1989,small_increase
의정부시,H,3235,3246,3405,3146,3088,3496,3235,3246,3405,3146,3088,3496,350,-250,-100,350,small_increase
의정부시,I,12486,13128,13458,9464,10064,11505,12486,13128,13458,9464,10064,11505,2041,1623,-3664,2041,small_increase
의정부시,J,937,935,813,620,820,827,937,935,813,620,820,827,207,108,-315,207,big_increase
의정부시,K,5092,4794,4805,4359,4790,4564,5092,4794,4805,4359,4790,4564,205,230,-435,205,small_increase
의정부시,L,2520,2831,3228,2514,2780,2748,2520,2831,3228,2514,2780,2748,234,83,-317,234,small_increase
의정부시,M,3976,4053,4310,3579,3934,4024,3976,4053,4310,3579,3934,4024,445,29,-474,445,small_increase
의정부시,N,3405,3302,3346,2966,3953,5177,3405,3302,3346,2966,3953,5177,2211,-1875,-336,2211,small_decrease
의정부시,P,6845,7103,6931,5788,6225,6724,6845,7103,6931,5788,6225,6724,936,379,-1315,936,small_increase
의정부시,Q,15968,17297,18114,19040,20509,22322,15968,17297,18114,19040,20509,22322,3282,-5025,1743,3282,small_increase
의정부시,R,2004,2310,2312,1538,1486,1756,2004,2310,2312,1538,1486,1756,218,554,-772,218,big_increase
의정부시,S,4749,4803,4578,3373,3322,3572,4749,4803,4578,3373,3322,3572,199,1231,-1430,199,big_increase
안양시,A,3,6,3,4,11,12,3,6,3,4,11,12,8,-6,-2,8,big_increase
안양시,B,55,54,53,50,45,32,55,54,53,50,45,32,-18,22,-4,-18,big_increase
안양시,C,33845,33751,33986,31841,32279,31924,33845,33751,33986,31841,32279,31924,83,1827,-1910,83,small_increase
안양시,D,254,247,222,267,243,365,254,247,222,267,243,365,98,-118,20,98,big_increase
안양시,E,558,673,728,712,824,863,558,673,728,712,824,863,151,-190,39,151,big_increase
안양시,F,19657,20752,21129,17749,19264,19412,19657,20752,21129,17749,19264,19412,1663,1340,-3003,1663,small_increase
안양시,G,33398,33575,33638,27288,30971,30498,33398,33575,33638,27288,30971,30498,3210,3077,-6287,3210,small_increase
안양시,H,7496,7506,8161,5959,5915,5868,7496,7506,8161,5959,5915,5868,-91,1638,-1547,-91,big_increase
안양시,I,19579,20120,19993,13435,14418,16036,19579,20120,19993,13435,14418,16036,2601,4084,-6685,2601,small_increase
안양시,J,8197,8702,8818,8247,10235,10490,8197,8702,8818,8247,10235,10490,2243,-1788,-455,2243,small_decrease
안양시,K,9091,8690,8532,6891,7625,7588,9091,8690,8532,6891,7625,7588,697,1102,-1799,697,small_increase
안양시,L,6365,6515,7120,6299,6060,6157,6365,6515,7120,6299,6060,6157,-142,358,-216,-142,small_increase
안양시,M,22569,23749,24860,24572,27179,27118,22569,23749,24860,24572,27179,27118,2546,-3369,823,2546,small_increase
안양시,N,14927,15112,15829,16649,19187,19443,14927,15112,15829,16649,19187,19443,2794,-4331,1537,2794,small_increase
안양시,P,12727,12453,13256,10955,11523,12010,12727,12453,13256,10955,11523,12010,1055,443,-1498,1055,small_increase
안양시,Q,18768,19050,19858,20125,20131,21647,18768,19050,19858,20125,20131,21647,1522,-2597,1075,1522,small_increase
안양시,R,2712,3161,3298,1906,2071,2395,2712,3161,3298,1906,2071,2395,489,766,-1255,489,big_increase
안양시,S,7008,6781,6670,5455,5474,5735,7008,6781,6670,5455,5474,5735,280,1046,-1326,280,small_increase
부천시,A,31,35,0,1,11,26,31,35,0,1,11,26,25,9,-34,25,big_increase
부천시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
부천시,C,67905,66670,65079,59283,59294,59413,67905,66670,65079,59283,59294,59413,130,7257,-7387,130,small_increase
부천시,D,215,207,200,215,223,241,215,207,200,215,223,241,26,-34,8,26,big_increase
부천시,E,1438,1416,1363,1283,1651,1541,1438,1416,1363,1283,1651,1541,258,-125,-133,258,big_increase
부천시,F,16046,17914,17970,14835,15769,16072,16046,17914,17970,14835,15769,16072,1237,1842,-3079,1237,small_increase
부천시,G,33817,34128,34216,28035,30786,30731,33817,34128,34216,28035,30786,30731,2696,3397,-6093,2696,small_increase
부천시,H,5347,5651,5792,5274,5411,5502,5347,5651,5792,5274,5411,5502,228,149,-377,228,small_increase
부천시,I,22305,23553,24055,16273,17514,19363,22305,23553,24055,16273,17514,19363,3090,4190,-7280,3090,small_increase
부천시,J,3053,3328,3287,3317,3689,4036,3053,3328,3287,3317,3689,4036,719,-708,-11,719,small_decrease
부천시,K,10065,10186,9231,9498,9593,9326,10065,10186,9231,9498,9593,9326,-172,860,-688,-172,small_increase
부천시,L,5954,6435,7419,6501,7245,6329,5954,6435,7419,6501,7245,6329,-172,106,66,-172,small_increase
부천시,M,6673,7147,7528,7425,8060,8303,6673,7147,7528,7425,8060,8303,878,-1156,278,878,small_decrease
부천시,N,17357,18278,17866,18386,17415,19033,17357,18278,17866,18386,17415,19033,647,-755,108,647,small_increase
부천시,P,11988,12497,11645,10797,11189,11266,11988,12497,11645,10797,11189,11266,469,1231,-1700,469,small_increase
부천시,Q,27803,30094,30611,31183,33694,35066,27803,30094,30611,31183,33694,35066,3883,-4972,1089,3883,small_increase
부천시,R,3850,4107,4169,2282,2504,2977,3850,4107,4169,2282,2504,2977,695,1130,-1825,695,big_increase
부천시,S,8703,8608,8746,6537,6690,7226,8703,8608,8746,6537,6690,7226,689,1382,-2071,689,small_increase
광명시,A,2,0,0,0,12,13,2,0,0,0,12,13,13,-13,0,13,big_increase
광명시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
광명시,C,13933,14759,14255,13389,14285,15267,13933,14759,14255,13389,14285,15267,1878,-508,-1370,1878,small_increase
광명시,D,87,93,89,100,100,97,87,93,89,100,100,97,-3,-4,7,-3,big_increase
광명시,E,273,331,320,285,324,295,273,331,320,285,324,295,10,36,-46,10,big_increase
광명시,F,4744,4860,5623,4890,7200,6871,4744,4860,5623,4890,7200,6871,1981,-2011,30,1981,small_decrease
광명시,G,14631,14747,13811,11534,13852,13747,14631,14747,13811,11534,13852,13747,2213,1000,-3213,2213,small_increase
광명시,H,3539,3428,3244,2722,3147,3296,3539,3428,3244,2722,3147,3296,574,132,-706,574,small_increase
광명시,I,8249,8295,8715,6312,6623,7656,8249,8295,8715,6312,6623,7656,1344,639,-1983,1344,small_increase
광명시,J,575,583,529,525,816,1671,575,583,529,525,816,1671,1146,-1088,-58,1146,small_decrease
광명시,K,2442,2224,2161,2052,1967,1887,2442,2224,2161,2052,1967,1887,-165,337,-172,-165,big_increase
광명시,L,2192,2104,2222,2328,2465,2579,2192,2104,2222,2328,2465,2579,251,-475,224,251,small_increase
광명시,M,2201,2096,2147,2155,2732,3230,2201,2096,2147,2155,2732,3230,1075,-1134,59,1075,small_decrease
광명시,N,3759,5637,5090,4444,5140,4861,3759,5637,5090,4444,5140,4861,417,776,-1193,417,small_increase
광명시,P,4263,4232,4482,3478,3561,4077,4263,4232,4482,3478,3561,4077,599,155,-754,599,small_increase
광명시,Q,8754,9096,9519,9900,10506,11895,8754,9096,9519,9900,10506,11895,1995,-2799,804,1995,small_decrease
광명시,R,1839,1821,1989,1787,1866,2017,1839,1821,1989,1787,1866,2017,230,-196,-34,230,small_increase
광명시,S,2776,2855,2717,2107,2466,2313,2776,2855,2717,2107,2466,2313,206,542,-748,206,big_increase
평택시,A,507,539,730,708,790,665,507,539,730,708,790,665,-43,-126,169,-43,big_increase
평택시,B,38,43,42,36,47,42,38,43,42,36,47,42,6,1,-7,6,big_increase
평택시,C,88239,91585,84340,86800,91709,96640,88239,91585,84340,86800,91709,96640,9840,-5055,-4785,9840,small_increase
평택시,D,982,1131,1204,1148,1227,1299,982,1131,1204,1148,1227,1299,151,-168,17,151,big_increase
평택시,E,1288,1409,1498,1560,1741,1837,1288,1409,1498,1560,1741,1837,277,-428,151,277,small_increase
평택시,F,10013,11103,13458,12892,15780,15886,10013,11103,13458,12892,15780,15886,2994,-4783,1789,2994,small_decrease
평택시,G,18436,19498,20801,17109,18827,19342,18436,19498,20801,17109,18827,19342,2233,156,-2389,2233,small_increase
