Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,2019_diff_2018,2020_diff_2019,2021_diff_2020,2022_diff_2021,2023_predict
남양주시,M,1984,2072,2738,2503,2981,3622,1984,2072,2738,2503,2981,3622,1119,-1550,431,1119,small_decrease
남양주시,N,2379,2289,2611,2404,3126,3124,2379,2289,2611,2404,3126,3124,720,-835,115,720,small_decrease
남양주시,P,7476,7792,8139,6938,7058,7886,7476,7792,8139,6938,7058,7886,948,-94,-854,948,small_increase
남양주시,Q,16557,17625,19214,19972,21548,23298,16557,17625,19214,19972,21548,23298,3326,-5673,2347,3326,small_increase
남양주시,R,2876,3076,3212,2185,2491,2571,2876,3076,3212,2185,2491,2571,386,505,-891,386,big_increase
남양주시,S,4607,4616,5138,4007,4320,4443,4607,4616,5138,4007,4320,4443,436,173,-609,436,small_increase
오산시,A,48,49,43,49,58,71,48,49,43,49,58,71,22,-22,0,22,big_increase
오산시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
오산시,C,11121,11455,12250,12690,13325,13440,11121,11455,12250,12690,13325,13440,750,-1985,1235,750,small_decrease
오산시,D,133,135,134,132,94,136,133,135,134,132,94,136,4,-1,-3,4,big_increase
오산시,E,345,327,334,343,379,385,345,327,334,343,379,385,42,-58,16,42,big_increase
오산시,F,3524,4806,5255,3406,3896,4004,3524,4806,5255,3406,3896,4004,598,802,-1400,598,big_increase
오산시,G,7648,7639,8109,6236,6681,6689,7648,7639,8109,6236,6681,6689,453,950,-1403,453,small_increase
오산시,H,1674,2036,1926,1762,1717,2205,1674,2036,1926,1762,1717,2205,443,-169,-274,443,small_increase
오산시,I,6591,6860,7607,5036,5173,6315,6591,6860,7607,5036,5173,6315,1279,545,-1824,1279,small_increase
오산시,J,258,229,175,183,247,388,258,229,175,183,247,388,205,-159,-46,205,big_increase
오산시,K,1128,1011,971,1126,1067,967,1128,1011,971,1126,1067,967,-159,44,115,-159,big_increase
오산시,L,857,1212,1144,1088,1427,1525,857,1212,1144,1088,1427,1525,437,-313,-124,437,small_increase
오산시,M,1025,1187,1573,1524,1869,2025,1025,1187,1573,1524,1869,2025,501,-838,337,501,small_decrease
오산시,N,5467,5408,5788,4976,4690,5843,5467,5408,5788,4976,4690,5843,867,-435,-432,867,small_increase
오산시,P,3980,3996,4133,3333,3439,3542,3980,3996,4133,3333,3439,3542,209,454,-663,209,small_increase
오산시,Q,6158,6718,7252,7467,7680,7946,6158,6718,7252,7467,7680,7946,479,-1228,749,479,small_decrease
오산시,R,949,1065,1181,764,685,883,949,1065,1181,764,685,883,119,182,-301,119,big_increase
오산시,S,2139,2118,2189,1635,1801,1768,2139,2118,2189,1635,1801,1768,133,350,-483,133,big_increase
시흥시,A,25,17,13,28,29,25,25,17,13,28,29,25,-3,-8,11,-3,big_increase
시흥시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
시흥시,C,88809,88895,88664,83648,85244,86236,88809,88895,88664,83648,85244,86236,2588,2659,-5247,2588,small_increase
시흥시,D,160,162,165,123,174,158,160,162,165,123,174,158,35,4,-39,35,big_increase
시흥시,E,691,731,708,652,1031,1186,691,731,708,652,1031,1186,534,-455,-79,534,small_increase
시흥시,F,8174,8108,8140,7730,9340,9400,8174,8108,8140,7730,9340,9400,1670,-1292,-378,1670,small_decrease
시흥시,G,22068,22754,24209,21650,24695,24835,22068,22754,24209,21650,24695,24835,3185,-2081,-1104,3185,small_increase
시흥시,H,4094,4111,4473,4173,4320,4847,4094,4111,4473,4173,4320,4847,674,-736,62,674,small_decrease
시흥시,I,12041,13175,14744,10484,11520,13484,12041,13175,14744,10484,11520,13484,3000,-309,-2691,3000,small_increase
시흥시,J,403,423,468,429,663,783,403,423,468,429,663,783,354,-360,6,354,big_increase
시흥시,K,2042,1840,1901,1795,1882,1933,2042,1840,1901,1795,1882,1933,138,-93,-45,138,small_increase
시흥시,L,2260,2408,2660,2655,3021,3078,2260,2408,2660,2655,3021,3078,423,-670,247,423,small_decrease
시흥시,M,2884,3202,3406,2889,3794,3992,2884,3202,3406,2889,3794,3992,1103,-790,-313,1103,small_decrease
시흥시,N,3392,3601,3955,5996,4178,5282,3392,3601,3955,5996,4178,5282,-714,-1681,2395,-714,small_decrease
시흥시,P,4457,5506,6352,5008,5355,6157,4457,5506,6352,5008,5355,6157,1149,-651,-498,1149,small_increase
시흥시,Q,10739,12223,13243,14868,17040,18083,10739,12223,13243,14868,17040,18083,3215,-5860,2645,3215,small_decrease
시흥시,R,1556,1790,2172,1319,1304,1554,1556,1790,2172,1319,1304,1554,235,236,-471,235,big_increase
시흥시,S,3315,3414,3924,3058,3136,3290,3315,3414,3924,3058,3136,3290,232,124,-356,232,small_increase
군포시,A,0,10,4,4,6,13,0,10,4,4,6,13,9,-3,-6,9,big_increase
군포시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
군포시,C,27513,27558,27249,26989,27995,28556,27513,27558,27249,26989,27995,28556,1567,-998,-569,1567,small_increase
군포시,D,152,146,159,110,111,128,152,146,159,110,111,128,18,18,-36,18,big_increase
군포시,E,308,300,325,386,422,387,308,300,325,386,422,387,1,-87,86,1,big_increase
군포시,F,4980,5705,5812,5005,5059,5690,4980,5705,5812,5005,5059,5690,685,15,-700,685,small_increase
군포시,G,10715,10826,10796,9333,9773,9832,10715,10826,10796,9333,9773,9832,499,994,-1493,499,small_increase
군포시,H,7910,8443,8644,7590,7987,7827,7910,8443,8644,7590,7987,7827,237,616,-853,237,small_increase
군포시,I,7166,7741,7792,5535,5999,6994,7166,7741,7792,5535,5999,6994,1459,747,-2206,1459,small_increase
군포시,J,943,1074,1038,901,1043,1100,943,1074,1038,901,1043,1100,199,-26,-173,199,big_increase
군포시,K,952,899,876,725,750,758,952,899,876,725,750,758,33,141,-174,33,big_increase
군포시,L,1882,2038,2176,1836,2010,2060,1882,2038,2176,1836,2010,2060,224,-22,-202,224,small_increase
군포시,M,4015,4060,4377,3946,4141,4579,4015,4060,4377,3946,4141,4579,633,-519,-114,633,small_increase
군포시,N,6348,7438,7283,5516,6118,7321,6348,7438,7283,5516,6118,7321,1805,117,-1922,1805,small_increase
군포시,P,4489,4684,4726,3664,3449,3876,4489,4684,4726,3664,3449,3876,212,808,-1020,212,big_increase
군포시,Q,8103,9119,10063,9912,12023,10828,8103,9119,10063,9912,12023,10828,916,-1709,793,916,small_decrease
군포시,R,1575,1671,1728,1228,1194,1498,1575,1671,1728,1228,1194,1498,270,173,-443,270,big_increase
군포시,S,2592,2701,3315,2716,2717,2640,2592,2701,3315,2716,2717,2640,-76,61,15,-76,small_increase
의왕시,A,6,6,6,12,13,10,6,6,6,12,13,10,-2,-4,6,-2,big_increase
의왕시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
의왕시,C,10011,9982,9941,8401,9349,9509,10011,9982,9941,8401,9349,9509,1108,473,-1581,1108,small_increase
의왕시,D,32,37,33,32,34,35,32,37,33,32,34,35,3,2,-5,3,big_increase
의왕시,E,190,181,203,174,213,227,190,181,203,174,213,227,53,-46,-7,53,big_increase
의왕시,F,2418,3174,2888,2957,3044,2966,2418,3174,2888,2957,3044,2966,9,208,-217,9,small_increase
의왕시,G,5713,6147,6412,5640,6513,6706,5713,6147,6412,5640,6513,6706,1066,-559,-507,1066,small_increase
의왕시,H,3521,3844,3466,2799,3155,3188,3521,3844,3466,2799,3155,3188,389,656,-1045,389,big_increase
의왕시,I,3369,3647,4034,3277,3669,3971,3369,3647,4034,3277,3669,3971,694,-324,-370,694,small_increase
의왕시,J,1797,1946,2097,2100,2399,2432,1797,1946,2097,2100,2399,2432,332,-486,154,332,small_increase
의왕시,K,371,350,383,366,373,348,371,350,383,366,373,348,-18,2,16,-18,big_increase
의왕시,L,1263,1332,1271,1226,1365,1144,1263,1332,1271,1226,1365,1144,-82,188,-106,-82,big_increase
의왕시,M,4515,5037,5062,5396,6139,6316,4515,5037,5062,5396,6139,6316,920,-1279,359,920,small_decrease
의왕시,N,1146,1483,1942,1421,1914,2091,1146,1483,1942,1421,1914,2091,670,-608,-62,670,small_increase
의왕시,P,1959,1923,2013,1555,1704,1714,1959,1923,2013,1555,1704,1714,159,209,-368,159,big_increase
의왕시,Q,3996,4475,4622,4997,5364,5154,3996,4475,4622,4997,5364,5154,157,-679,522,157,small_increase
의왕시,R,630,773,763,492,662,610,630,773,763,492,662,610,118,163,-281,118,big_increase
의왕시,S,1386,1491,1507,1262,1236,1251,1386,1491,1507,1262,1236,1251,-11,240,-229,-11,big_increase
하남시,A,8,13,18,21,26,53,8,13,18,21,26,53,32,-40,8,32,big_increase
하남시,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,big_increase
하남시,C,8327,8369,9143,9095,10641,11054,8327,8369,9143,9095,10641,11054,1959,-2685,726,1959,small_decrease
하남시,D,178,199,188,270,196,328,178,199,188,270,196,328,58,-129,71,58,big_increase
하남시,E,273,232,363,359,366,453,273,232,363,359,366,453,94,-221,127,94,big_increase
하남시,F,5256,5657,6304,5609,8104,7386,5256,5657,6304,5609,8104,7386,1777,-1729,-48,1777,small_decrease
하남시,G,19054,21046,22349,20309,25025,25986,19054,21046,22349,20309,25025,25986,5677,-4940,-737,5677,small_decrease
하남시,H,2926,3030,3127,2491,3002,2878,2926,3030,3127,2491,3002,2878,387,152,-539,387,small_increase
하남시,I,5780,6794,7711,6594,7532,8660,5780,6794,7711,6594,7532,8660,2066,-1866,-200,2066,small_decrease
하남시,J,793,951,937,1107,2407,2738,793,951,937,1107,2407,2738,1631,-1787,156,1631,big_decrease
하남시,K,779,742,745,778,873,896,779,742,745,778,873,896,118,-154,36,118,big_increase
하남시,L,1407,1651,2083,1879,2309,2785,1407,1651,2083,1879,2309,2785,906,-1134,228,906,small_decrease
하남시,M,1462,1636,1973,1963,3395,4054,1462,1636,1973,1963,3395,4054,2091,-2418,327,2091,big_decrease
하남시,N,2100,3001,3631,2789,3898,4268,2100,3001,3631,2789,3898,4268,1479,-1267,-212,1479,small_decrease
하남시,P,1794,2109,2483,2174,2690,3252,1794,2109,2483,2174,2690,3252,1078,-1143,65,1078,small_decrease
하남시,Q,4564,5321,6638,7609,8472,9492,4564,5321,6638,7609,8472,9492,1883,-4171,2288,1883,small_decrease
하남시,R,1359,1665,1745,1249,1582,1873,1359,1665,1745,1249,1582,1873,624,-208,-416,624,small_increase
하남시,S,1831,2069,2518,2132,2605,2686,1831,2069,2518,2132,2605,2686,554,-617,63,554,small_decrease
용인시,A,175,226,218,249,430,437,175,226,218,249,430,437,188,-211,23,188,big_increase
용인시,B,201,266,280,245,274,250,201,266,280,245,274,250,5,16,-21,5,big_increase
용인시,C,55040,54967,58122,55505,59590,58325,55040,54967,58122,55505,59590,58325,2820,-3358,538,2820,small_increase
용인시,D,212,217,248,244,242,269,212,217,248,244,242,269,25,-52,27,25,big_increase
용인시,E,1498,1495,1527,1668,1954,1995,1498,1495,1527,1668,1954,1995,327,-500,173,327,small_increase
용인시,F,15461,17710,18171,19454,23468,22626,15461,17710,18171,19454,23468,22626,3172,-4916,1744,3172,small_increase
용인시,G,36801,42258,44214,37903,43128,43500,36801,42258,44214,37903,43128,43500,5597,-1242,-4355,5597,small_increase
용인시,H,14475,15845,15878,13268,16046,15167,14475,15845,15878,13268,16046,15167,1899,678,-2577,1899,small_increase
용인시,I,23916,27611,29155,22694,23960,26644,23916,27611,29155,22694,23960,26644,3950,967,-4917,3950,small_increase
용인시,J,4060,4693,5138,5562,6951,7952,4060,4693,5138,5562,6951,7952,2390,-3259,869,2390,small_decrease
용인시,K,4755,4655,4893,4213,4021,3963,4755,4655,4893,4213,4021,3963,-250,692,-442,-250,small_increase
용인시,L,7173,8270,9017,9199,10764,11155,7173,8270,9017,9199,10764,11155,1956,-2885,929,1956,small_decrease
용인시,M,27996,29391,31798,33857,37274,41132,27996,29391,31798,33857,37274,41132,7275,-11741,4466,7275,small_increase
용인시,N,11923,12351,13124,12843,14721,14998,11923,12351,13124,12843,14721,14998,2155,-2647,492,2155,small_decrease
용인시,P,21665,22937,23372,20842,19803,22263,21665,22937,23372,20842,19803,22263,1421,674,-2095,1421,small_increase
용인시,Q,25710,28263,29190,31232,32328,35430,25710,28263,29190,31232,32328,35430,4198,-7167,2969,4198,small_increase
용인시,R,10432,10763,10587,8094,8765,9766,10432,10763,10587,8094,8765,9766,1672,997,-2669,1672,small_increase
용인시,S,9462,9938,10408,8393,8551,9126,9462,9938,10408,8393,8551,9126,733,812,-1545,733,small_increase
파주시,A,211,184,181,206,275,323,211,184,181,206,275,323,117,-139,22,117,big_increase
파주시,B,43,63,59,44,47,50,43,63,59,44,47,50,6,13,-19,6,big_increase
파주시,C,77243,75631,75539,72640,77035,79844,77243,75631,75539,72640,77035,79844,7204,-4213,-2991,7204,small_increase
파주시,D,209,202,233,244,282,270,209,202,233,244,282,270,26,-68,42,26,big_increase
파주시,E,1105,1226,1228,1153,1442,1400,1105,1226,1228,1153,1442,1400,247,-174,-73,247,big_increase
파주시,F,6892,7784,7757,6118,7613,7954,6892,7784,7757,6118,7613,7954,1836,-170,-1666,1836,small_increase
파주시,G,17712,18837,19952,18438,20937,21276,17712,18837,19952,18438,20937,21276,2838,-2439,-399,2838,small_increase
파주시,H,7637,7968,8398,7620,8573,9243,7637,7968,8398,7620,8573,9243,1623,-1275,-348,1623,small_decrease
파주시,I,11311,12315,13141,9709,11298,12796,11311,12315,13141,9709,11298,12796,3087,-481,-2606,3087,small_increase
파주시,J,3822,3786,3841,3491,4194,4212,3822,3786,3841,3491,4194,4212,721,-426,-295,721,small_increase
파주시,K,2134,2086,2052,1852,2020,2020,2134,2086,2052,1852,2020,2020,168,66,-234,168,small_increase
파주시,L,2519,2673,3017,2947,3976,4259,2519,2673,3017,2947,3976,4259,1312,-1586,274,1312,small_decrease
파주시,M,1643,1925,2126,2144,2870,3008,1643,1925,2126,2144,2870,3008,864,-1083,219,864,small_decrease
파주시,N,3701,3573,3734,3829,5456,5088,3701,3573,3734,3829,5456,5088,1259,-1515,256,1259,small_decrease
파주시,P,5464,5823,6064,5199,5860,5980,5464,5823,6064,5199,5860,5980,781,-157,-624,781,small_increase
파주시,Q,10670,11508,12674,13588,15208,16540,10670,11508,12674,13588,15208,16540,2952,-5032,2080,2952,small_decrease
파주시,R,2763,3386,3550,2420,3275,3658,2763,3386,3550,2420,3275,3658,1238,-272,-966,1238,small_increase
파주시,S,4136,4326,4332,3560,4252,4336,4136,4326,4332,3560,4252,4336,776,-10,-766,776,small_increase
이천시,A,498,487,566,531,668,807,498,487,566,531,668,807,276,-320,44,276,big_increase
이천시,B,0,0,0,24,27,26,0,0,0,24,27,26,2,-26,24,2,big_increase
이천시,C,37453,39949,42110,43615,44854,45335,37453,39949,42110,43615,44854,45335,1720,-5386,3666,1720,small_increase
이천시,D,87,76,92,104,87,85,87,76,92,104,87,85,-19,-9,28,-19,big_increase
이천시,E,748,779,807,759,780,816,748,779,807,759,780,816,57,-37,-20,57,big_increase
이천시,F,6882,7414,7881,5004,6804,6766,6882,7414,7881,5004,6804,6766,1762,648,-2410,1762,small_increase
이천시,G,9664,10108,10221,8622,10185,10701,9664,10108,10221,8622,10185,10701,2079,-593,-1486,2079,small_increase
이천시,H,8987,10065,11055,9297,9000,9772,8987,10065,11055,9297,9000,9772,475,293,-768,475,small_increase
이천시,I,8056,8449,8781,6513,6835,7529,8056,8449,8781,6513,6835,7529,1016,920,-1936,1016,small_increase
이천시,J,334,233,285,315,458,477,334,233,285,315,458,477,162,-244,82,162,big_increase
이천시,K,1850,1780,1772,1906,1835,1832,1850,1780,1772,1906,1835,1832,-74,-52,126,-74,small_increase
이천시,L,949,1146,1374,1108,1377,1468,949,1146,1374,1108,1377,1468,360,-322,-38,360,small_increase
이천시,M,3581,3974,2569,2696,2901,3066,3581,3974,2569,2696,2901,3066,370,908,-1278,370,big_increase
이천시,N,6444,6883,8843,9403,8557,9192,6444,6883,8843,9403,8557,9192,-211,-2309,2520,-211,small_decrease
이천시,P,3371,3416,3563,2980,3182,3327,3371,3416,3563,2980,3182,3327,347,89,-436,347,small_increase
이천시,Q,6788,6909,7265,7505,7864,8303,6788,6909,7265,7505,7864,8303,798,-1394,596,798,small_decrease
이천시,R,2108,2195,2383,2053,2377,2599,2108,2195,2383,2053,2377,2599,546,-404,-142,546,small_increase
이천시,S,2247,2335,2359,1859,1963,2062,2247,2335,2359,1859,1963,2062,203,273,-476,203,big_increase
안성시,A,730,785,809,764,773,869,730,785,809,764,773,869,105,-84,-21,105,big_increase
안성시,B,18,21,26,25,34,41,18,21,26,25,34,41,16,-20,4,16,big_increase
안성시,C,39094,40269,40376,40365,40698,41525,39094,40269,40376,40365,40698,41525,1160,-1256,96,1160,small_increase
안성시,D,135,157,208,163,133,137,135,157,208,163,133,137,-26,20,6,-26,big_increase
안성시,E,712,577,604,611,671,658,712,577,604,611,671,658,47,-81,34,47,big_increase
안성시,F,3439,4060,4342,3727,4229,4425,3439,4060,4342,3727,4229,4425,698,-365,-333,698,small_increase
안성시,G,7106,7989,8583,7815,8640,9471,7106,7989,8583,7815,8640,9471,1656,-1482,-174,1656,small_decrease
안성시,H,3422,3462,3618,3135,3195,4110,3422,3462,3618,3135,3195,4110,975,-648,-327,975,small_increase
안성시,I,4763,5184,5563,4509,4668,5561,4763,5184,5563,4509,4668,5561,1052,-377,-675,1052,small_increase
안성시,J,410,486,525,124,188,190,410,486,525,124,188,190,66,296,-362,66,big_increase
안성시,K,1195,1188,1236,1267,1153,1334,1195,1188,1236,1267,1153,1334,67,-146,79,67,big_increase
안성시,L,516,985,828,678,898,938,516,985,828,678,898,938,260,47,-307,260,big_increase
안성시,M,1259,1464,1666,1713,2022,2179,1259,1464,1666,1713,2022,2179,466,-715,249,466,small_decrease
안성시,N,3694,3887,4381,4991,4523,4570,3694,3887,4381,4991,4523,4570,-421,-683,1104,-421,small_decrease
안성시,P,3452,3677,3468,3163,3282,3215,3452,3677,3468,3163,3282,3215,52,462,-514,52,big_increase
안성시,Q,5460,5859,6167,6198,6700,7127,5460,5859,6167,6198,6700,7127,929,-1268,339,929,small_decrease
안성시,R,1613,1727,1917,1572,1987,2048,1613,1727,1917,1572,1987,2048,476,-321,-155,476,small_increase
안성시,S,1909,1990,1940,1936,2174,2284,1909,1990,1940,1936,2174,2284,348,-294,-54,348,small_increase
김포시,A,123,137,164,161,230,253,123,137,164,161,230,253,92,-116,24,92,big_increase
김포시,B,5,4,5,4,19,37,5,4,5,4,19,37,33,-33,0,33,big_increase
김포시,C,69285,71807,73644,69911,74269,75941,69285,71807,73644,69911,74269,75941,6030,-4134,-1896,6030,small_increase
김포시,D,184,206,226,175,232,238,184,206,226,175,232,238,63,-32,-31,63,big_increase
김포시,E,829,961,1146,910,1210,1107,829,961,1146,910,1210,1107,197,-146,-51,197,big_increase
김포시,F,4700,5219,5570,4973,6595,6314,4700,5219,5570,4973,6595,6314,1341,-1095,-246,1341,small_decrease
김포시,G,16678,18945,20068,18275,22216,22774,16678,18945,20068,18275,22216,22774,4499,-3829,-670,4499,small_decrease
김포시,H,4840,4706,5711,5053,5375,7155,4840,4706,5711,5053,5375,7155,2102,-2449,347,2102,small_decrease
김포시,I,9379,11048,12859,9251,10382,12228,9379,11048,12859,9251,10382,12228,2977,-1180,-1797,2977,small_decrease
김포시,J,315,336,573,435,981,1296,315,336,573,435,981,1296,861,-960,99,861,small_decrease
김포시,K,1826,1935,1973,1817,1863,2001,1826,1935,1973,1817,1863,2001,184,-66,-118,184,small_increase
김포시,L,2333,2681,3193,3192,4179,4491,2333,2681,3193,3192,4179,4491,1299,-1810,511,1299,small_decrease
김포시,M,1668,1935,2154,2153,2808,3503,1668,1935,2154,2153,2808,3503,1350,-1568,218,1350,small_decrease
김포시,N,1696,1748,2137,1730,2539,2644,1696,1748,2137,1730,2539,2644,914,-896,-18,914,small_decrease
김포시,P,5075,5535,6020,5410,5890,6556,5075,5535,6020,5410,5890,6556,1146,-1021,-125,1146,small_decrease
김포시,Q,9228,10537,11663,13101,14024,15608,9228,10537,11663,13101,14024,15608,2507,-5071,2564,2507,small_decrease
김포시,R,1618,1871,2136,1395,1645,1965,1618,1871,2136,1395,1645,1965,570,-94,-476,570,small_increase
김포시,S,3567,3773,4001,3682,3981,4159,3567,3773,4001,3682,3981,4159,477,-386,-91,477,small_increase
화성시,A,272,271,277,315,473,509,272,271,277,315,473,509,194,-238,44,194,big_increase
화성시,B,92,138,124,112,118,149,92,138,124,112,118,149,37,-11,-26,37,big_increase
화성시,C,221681,228650,238417,233450,245997,257425,221681,228650,238417,233450,245997,257425,23975,-28775,4800,23975,small_increase
화성시,D,295,317,303,302,311,312,295,317,303,302,311,312,10,5,-15,10,big_increase
화성시,E,2131,2448,2577,2651,3343,3574,2131,2448,2577,2651,3343,3574,923,-1126,203,923,small_decrease
화성시,F,17493,19848,21811,19772,23963,25535,17493,19848,21811,19772,23963,25535,5763,-5687,-76,5763,small_decrease
화성시,G,30790,34042,36921,34282,40022,41639,30790,34042,36921,34282,40022,41639,7357,-7597,240,7357,small_increase
화성시,H,8631,9952,13601,11833,14213,14729,8631,9952,13601,11833,14213,14729,2896,-4777,1881,2896,small_decrease
화성시,I,21203,24549,26155,19665,21964,25222,21203,24549,26155,19665,21964,25222,5557,-673,-4884,5557,small_increase
화성시,J,1063,1662,1751,1608,2404,3163,1063,1662,1751,1608,2404,3163,1555,-1501,-54,1555,small_decrease
화성시,K,3136,3377,3565,3604,3569,3664,3136,3377,3565,3604,3569,3664,60,-287,227,60,small_increase
화성시,L,5258,5938,6626,6021,8865,9811,5258,5938,6626,6021,8865,9811,3790,-3873,83,3790,small_decrease
화성시,M,30883,34245,36542,36163,43265,45387,30883,34245,36542,36163,43265,45387,9224,-11142,1918,9224,small_increase
화성시,N,9726,10586,12503,13457,14304,16582,9726,10586,12503,13457,14304,16582,3125,-5996,2871,3125,small_decrease
화성시,P,12579,13639,14733,12934,13705,14554,12579,13639,14733,12934,13705,14554,1620,-915,-705,1620,small_increase
화성시,Q,16188,17805,20504,21666,23214,25449,16188,17805,20504,21666,23214,25449,3783,-7644,3861,3783,small_increase
화성시,R,4029,4453,4796,3498,3987,4827,4029,4453,4796,3498,3987,4827,1329,-374,-955,1329,small_increase
화성시,S,6140,6743,7184,5585,6609,6904,6140,6743,7184,5585,6609,6904,1319,-161,-1158,1319,small_increase
광주시,A,185,173,173,199,259,231,185,173,173,199,259,231,32,-58,26,32,big_increase
광주시,B,36,31,30,70,71,61,36,31,30,70,71,61,-9,-30,39,-9,big_increase
광주시,C,47616,47180,46821,43215,43456,43589,47616,47180,46821,43215,43456,43589,374,3591,-3965,374,small_increase
광주시,D,84,88,131,138,153,143,84,88,131,138,153,143,5,-55,50,5,big_increase
광주시,E,451,431,540,581,611,614,451,431,540,581,611,614,33,-183,150,33,big_increase
광주시,F,6954,7456,7848,6363,8107,7651,6954,7456,7848,6363,8107,7651,1288,-195,-1093,1288,small_increase
광주시,G,19702,20694,21988,19460,21805,21363,19702,20694,21988,19460,21805,21363,1903,-669,-1234,1903,small_increase
광주시,H,7235,7712,7260,5773,7093,7194,7235,7712,7260,5773,7093,7194,1421,518,-1939,1421,small_increase
광주시,I,7873,8699,9552,7439,8138,8677,7873,8699,9552,7439,8138,8677,1238,22,-1260,1238,small_increase
광주시,J,257,265,297,183,268,356,257,265,297,183,268,356,173,-91,-82,173,big_increase
광주시,K,1291,1294,1382,1472,1496,1456,1291,1294,1382,1472,1496,1456,-16,-162,178,-16,small_increase
광주시,L,1379,1447,1580,1488,1820,1690,1379,1447,1580,1488,1820,1690,202,-243,41,202,small_increase
광주시,M,1923,2089,2237,2279,2744,2612,1923,2089,2237,2279,2744,2612,333,-523,190,333,small_increase
광주시,N,1292,1520,1541,1292,1632,2004,1292,1520,1541,1292,1632,2004,712,-484,-228,712,small_increase
광주시,P,3924,3932,4154,3542,3670,3857,3924,3932,4154,3542,3670,3857,315,75,-390,315,small_increase
광주시,Q,8341,8903,9813,10245,10636,11610,8341,8903,9813,10245,10636,11610,1365,-2707,1342,1365,small_decrease
광주시,R,2123,2106,2193,1872,2168,2285,2123,2106,2193,1872,2168,2285,413,-179,-234,413,small_increase
광주시,S,3634,3699,3712,3253,3269,3369,3634,3699,3712,3253,3269,3369,116,330,-446,116,small_increase
양주시,A,34,33,29,38,74,82,34,33,29,38,74,82,44,-49,5,44,big_increase
양주시,B,63,84,101,122,81,132,63,84,101,122,81,132,10,-48,38,10,big_increase
양주시,C,34250,33690,32610,30407,29832,29454,34250,33690,32610,30407,29832,29454,-953,4236,-3283,-953,small_increase
양주시,D,105,109,170,133,132,133,105,109,170,133,132,133,0,-24,24,0,big_increase
양주시,E,880,900,991,1017,1102,1205,880,900,991,1017,1102,1205,188,-305,117,188,small_increase
양주시,F,3626,4334,4767,3360,4505,4827,3626,4334,4767,3360,4505,4827,1467,-493,-974,1467,small_increase
양주시,G,8857,9399,10178,8669,10227,10436,8857,9399,10178,8669,10227,10436,1767,-1037,-730,1767,small_decrease
양주시,H,1952,2192,2589,2334,3162,2842,1952,2192,2589,2334,3162,2842,508,-650,142,508,small_decrease
양주시,I,5076,5515,6547,4887,5279,6063,5076,5515,6547,4887,5279,6063,1176,-548,-628,1176,small_increase
양주시,J,91,157,194,129,194,251,91,157,194,129,194,251,122,-94,-28,122,big_increase
양주시,K,796,700,704,645,644,688,796,700,704,645,644,688,43,12,-55,43,big_increase
양주시,L,954,1016,1290,1174,1556,1634,954,1016,1290,1174,1556,1634,460,-618,158,460,small_increase
양주시,M,865,923,1033,1024,1141,1237,865,923,1033,1024,1141,1237,213,-314,101,213,small_increase
양주시,N,1568,1460,1685,1445,1662,1677,1568,1460,1685,1445,1662,1677,232,-217,-15,232,small_increase
양주시,P,2686,2895,3276,2674,2975,3270,2686,2895,3276,2674,2975,3270,596,-375,-221,596,small_increase
양주시,Q,5827,6670,7834,8585,9550,10417,5827,6670,7834,8585,9550,10417,1832,-3747,1915,1832,small_decrease
양주시,R,1334,1243,1381,992,1068,1228,1334,1243,1381,992,1068,1228,236,15,-251,236,big_increase
양주시,S,2231,2216,2322,1878,1932,2059,2231,2216,2322,1878,1932,2059,181,157,-338,181,big_increase
포천시,A,225,347,349,295,390,438,225,347,349,295,390,438,143,-91,-52,143,big_increase
포천시,B,357,379,424,364,360,423,357,379,424,364,360,423,59,-44,-15,59,big_increase
포천시,C,41348,41850,42658,41015,41649,42513,41348,41850,42658,41015,41649,42513,1498,-663,-835,1498,small_increase
포천시,D,375,373,351,341,398,374,375,373,351,341,398,374,33,-1,-32,33,big_increase
포천시,E,898,857,917,898,936,906,898,857,917,898,936,906,8,-49,41,8,big_increase
포천시,F,3064,3263,3470,2722,3578,3435,3064,3263,3470,2722,3578,3435,713,-172,-541,713,small_increase
포천시,G,8228,8671,9399,8395,9831,9500,8228,8671,9399,8395,9831,9500,1105,-829,-276,1105,small_decrease
포천시,H,1940,1935,2287,1668,2122,2033,1940,1935,2287,1668,2122,2033,365,-98,-267,365,small_increase
포천시,I,5436,5769,6159,4174,4564,4941,5436,5769,6159,4174,4564,4941,767,828,-1595,767,small_increase
포천시,J,80,72,126,129,145,134,80,72,126,129,145,134,5,-62,57,5,big_increase
포천시,K,1406,1468,1414,1368,1313,1344,1406,1468,1414,1368,1313,1344,-24,124,-100,-24,big_increase
포천시,L,398,417,417,363,626,625,398,417,417,363,626,625,262,-208,-54,262,big_increase
포천시,M,947,1024,1175,1002,1296,1362,947,1024,1175,1002,1296,1362,360,-338,-22,360,small_increase
