Region,Industry,2017_c,2017_w,2018_c,2018_w,2019_c,2019_w,2020_c,2020_w,2021_c,2021_w,2022_c,2022_w,labeling,Industry Distribution
영암군,J,69,77,117,93,130,148,69,77,117,93,130,148,I,0.004687401026160765
영암군,K,421,410,439,411,412,435,421,410,439,411,412,435,I,0.013777158421486033
영암군,L,70,139,155,159,166,152,70,139,155,159,166,152,I,0.004814087540381326
영암군,M,323,355,454,460,638,685,323,355,454,460,638,685,I,0.02169506556027111
영암군,N,360,327,411,385,542,585,360,327,411,385,542,585,I,0.018527902704757078
영암군,P,628,647,708,696,716,747,628,647,708,696,716,747,I,0.02365870653068981
영암군,Q,1864,1845,2079,2211,2239,2324,1864,1845,2079,2211,2239,2324,I,0.07360486476214607
영암군,R,289,322,344,400,474,419,289,322,344,400,474,419,I,0.013270412364603789
영암군,S,361,383,451,400,473,412,361,383,451,400,473,412,I,0.013048710964717805
무안군,A,184,180,173,160,306,366,184,180,173,160,306,366,I,0.018018018018018018
무안군,B,9,12,5,3,13,17,9,12,5,3,13,17,I,0.0008369024762467385
무안군,C,2189,2355,2516,2325,2511,2412,2189,2355,2516,2325,2511,2412,I,0.11874169251218432
무안군,D,88,80,109,108,95,58,88,80,109,108,95,58,I,0.0028553143307241667
무안군,E,211,208,207,218,260,228,211,208,207,218,260,228,I,0.011224339093191552
무안군,F,1027,1104,1344,1292,1986,1809,1027,1104,1344,1292,1986,1809,I,0.08905626938413824
무안군,G,2450,2567,2755,2261,2475,2652,2450,2567,2755,2261,2475,2652,I,0.13055678629449122
무안군,H,479,565,507,544,583,596,479,565,507,544,583,596,I,0.029340816226062126
무안군,I,2012,2081,2241,1654,1747,2057,2012,2081,2241,1654,1747,2057,I,0.10126519962585537
무안군,J,54,62,74,72,75,88,54,62,74,72,75,88,I,0.0043322010535125285
무안군,K,893,902,975,975,1156,1078,893,902,975,975,1156,1078,I,0.053069462905528476
무안군,L,547,462,470,500,613,688,547,462,470,500,613,688,I,0.033869935509279775
무안군,M,409,459,580,586,766,840,409,459,580,586,766,840,I,0.04135282823807414
무안군,N,142,492,652,1025,609,598,142,492,652,1025,609,598,I,0.029439275340914686
무안군,P,1055,1292,1392,1174,1353,1423,1055,1292,1392,1174,1353,1423,I,0.07005366021759464
무안군,Q,2745,2930,3277,3431,3474,3862,2745,2930,3277,3431,3474,3862,I,0.19012455078028848
무안군,R,771,756,865,696,695,745,771,756,865,696,695,745,I,0.03667602028257766
무안군,S,763,773,725,666,736,796,763,773,725,666,736,796,I,0.03918672771131788
함평군,A,348,348,444,373,270,251,348,348,444,373,270,251,I,0.029707657710971714
함평군,B,21,20,19,21,29,23,21,20,19,21,29,23,I,0.002722215646822109
함평군,C,1718,1790,1774,1702,1988,2280,1718,1790,1774,1702,1988,2280,I,0.26985442064149606
함평군,D,32,38,39,43,38,40,32,38,39,43,38,40,I,0.004734288081429755
함평군,E,83,84,82,87,91,92,83,84,82,87,91,92,I,0.010888862587288436
함평군,F,920,912,1021,884,965,1031,920,912,1021,884,965,1031,I,0.12202627529885193
함평군,G,724,819,985,768,834,825,724,819,985,768,834,825,I,0.0976446916794887
함평군,H,366,388,396,372,315,316,366,388,396,372,315,316,I,0.037400875843295066
함평군,I,367,378,557,404,483,568,367,378,557,404,483,568,I,0.06722689075630252
함평군,J,25,25,27,24,22,35,25,25,27,24,22,35,I,0.004142502071251036
함평군,K,226,230,200,205,191,208,226,230,200,205,191,208,I,0.024618298023434727
함평군,L,23,28,22,35,30,26,23,28,22,35,30,26,I,0.003077287252929341
함평군,M,126,109,111,102,139,153,126,109,111,102,139,153,I,0.018108651911468814
함평군,N,176,141,162,101,177,141,176,141,162,101,177,141,I,0.016688365487039888
함평군,P,176,158,213,214,181,202,176,158,213,214,181,202,I,0.023908154811220262
함평군,Q,1171,1183,1281,1357,1468,1669,1171,1183,1281,1357,1468,1669,I,0.19753817019765652
함평군,R,269,272,314,265,252,308,269,272,314,265,252,308,I,0.03645401822700911
함평군,S,267,308,303,348,252,281,267,308,303,348,252,281,I,0.03325837377204403
영광군,A,293,288,296,320,281,324,293,288,296,320,281,324,I,0.023537958590628405
영광군,B,65,83,56,76,34,39,65,83,56,76,34,39,I,0.002833272793316382
영광군,C,1613,1699,2588,2820,3055,2594,1613,1699,2588,2820,3055,2594,I,0.18844896476571013
영광군,D,1670,1672,1743,1757,1859,1839,1670,1672,1743,1757,1859,1839,I,0.13359970940791863
영광군,E,31,30,32,21,31,35,31,30,32,21,31,35,I,0.0025426807119505995
영광군,F,1473,1492,1523,1538,1643,1465,1473,1492,1523,1538,1643,1465,I,0.10642934980021794
영광군,G,1217,1391,1669,1297,1381,1315,1217,1391,1669,1297,1381,1315,I,0.0955321467490011
영광군,H,302,320,312,219,233,228,302,320,312,219,233,228,I,0.01656374863784962
영광군,I,952,990,1129,940,945,941,952,990,1129,940,945,941,I,0.0683617871413004
영광군,J,70,63,69,56,65,62,70,63,69,56,65,62,I,0.0045041772611696335
영광군,K,498,509,483,421,441,413,498,509,483,421,441,413,I,0.030003632401017073
영광군,L,73,60,80,122,100,100,73,60,80,122,100,100,I,0.00726480203414457
영광군,M,439,457,402,353,475,506,439,457,402,353,475,506,I,0.03675989829277152
영광군,N,1195,1112,1012,809,750,735,1195,1112,1012,809,750,735,I,0.05339629495096258
영광군,P,399,403,414,361,356,311,399,403,414,361,356,311,I,0.022593534326189612
영광군,Q,1865,2077,2184,2197,2248,2349,1865,2077,2184,2197,2248,2349,I,0.17065019978205595
영광군,R,183,228,223,174,211,188,183,228,223,174,211,188,I,0.01365782782419179
영광군,S,410,390,392,390,386,321,410,390,392,390,386,321,I,0.02332001452960407
장성군,A,122,171,169,192,244,237,122,171,169,192,244,237,I,0.014159397777512248
장성군,B,30,4,30,31,26,27,30,4,30,31,26,27,I,0.0016130959493368382
장성군,C,5354,5763,5737,5390,6088,6243,5354,5763,5737,5390,6088,6243,I,0.37298363006332896
장성군,D,34,50,43,10,41,41,34,50,43,10,41,41,I,0.0024495160712151988
장성군,E,89,149,118,132,162,167,89,149,118,132,162,167,I,0.009977297168120444
장성군,F,1635,1476,1992,2200,3829,3242,1635,1476,1992,2200,3829,3242,I,0.19369100250926036
장성군,G,1157,1397,1406,1397,1646,1733,1157,1397,1406,1397,1646,1733,I,0.10353686222965706
장성군,H,635,514,630,598,908,885,635,514,630,598,908,885,I,0.05287370056159637
장성군,I,676,732,892,666,618,759,676,732,892,666,618,759,I,0.045345919464691124
장성군,J,64,83,74,62,86,63,64,83,74,62,86,63,I,0.003763890548452623
장성군,K,265,251,246,306,347,333,265,251,246,306,347,333,I,0.019894850041821007
장성군,L,61,53,79,48,77,97,61,53,79,48,77,97,I,0.005795196558728641
장성군,M,233,238,263,250,407,334,233,238,263,250,407,334,I,0.01995459433624089
장성군,N,294,475,295,222,381,271,294,475,295,222,381,271,I,0.016190703787788266
장성군,P,223,188,187,175,178,185,223,188,187,175,178,185,I,0.011052694467678337
장성군,Q,1342,1433,1626,1825,1685,1314,1342,1433,1626,1825,1685,1314,I,0.07850400286772613
장성군,R,339,383,448,336,319,231,339,383,448,336,319,231,I,0.01380093201099295
장성군,S,513,535,532,557,514,576,513,535,532,557,514,576,I,0.03441271358585255
완도군,A,118,131,155,156,247,305,118,131,155,156,247,305,I,0.032707774798927614
완도군,B,84,79,120,100,120,96,84,79,120,100,120,96,I,0.01029490616621984
완도군,C,1481,1612,1567,1418,1388,1351,1481,1612,1567,1418,1388,1351,I,0.14487935656836462
완도군,D,80,81,87,82,66,63,80,81,87,82,66,63,I,0.006756032171581769
완도군,E,97,106,135,122,127,140,97,106,135,122,127,140,I,0.015013404825737266
완도군,F,1151,1217,1364,1027,1385,1285,1151,1217,1364,1027,1385,1285,I,0.13780160857908846
완도군,G,1701,1628,1956,1471,1601,1732,1701,1628,1956,1471,1601,1732,I,0.1857372654155496
완도군,H,493,524,571,509,537,469,493,524,571,509,537,469,I,0.05029490616621984
완도군,I,979,900,1128,724,737,764,979,900,1128,724,737,764,I,0.08193029490616623
완도군,J,53,58,61,58,57,42,53,58,61,58,57,42,I,0.00450402144772118
완도군,K,535,576,514,648,735,728,535,576,514,648,735,728,I,0.07806970509383378
완도군,L,32,42,39,41,48,49,32,42,39,41,48,49,I,0.005254691689008043
완도군,M,133,150,177,129,188,170,133,150,177,129,188,170,I,0.018230563002680965
완도군,N,102,99,136,124,116,85,102,99,136,124,116,85,I,0.009115281501340482
완도군,P,132,142,137,131,134,89,132,142,137,131,134,89,I,0.009544235924932976
완도군,Q,1369,1158,1191,1153,1295,1387,1369,1158,1191,1153,1295,1387,I,0.14873994638069704
완도군,R,122,138,166,131,151,193,122,138,166,131,151,193,I,0.0206970509383378
완도군,S,372,366,419,383,336,377,372,366,419,383,336,377,I,0.04042895442359249
진도군,A,229,189,187,159,142,154,229,189,187,159,142,154,D,0.029249762583095917
진도군,B,18,18,16,39,40,38,18,18,16,39,40,38,D,0.007217473884140551
진도군,C,616,602,570,524,488,406,616,602,570,524,488,406,D,0.07711301044634378
진도군,D,111,115,140,138,148,121,111,115,140,138,148,121,D,0.02298195631528965
진도군,E,66,70,72,83,74,73,66,70,72,83,74,73,D,0.013865147198480532
진도군,F,821,856,749,730,883,794,821,856,749,730,883,794,D,0.15080721747388415
진도군,G,1013,1077,1144,1015,783,835,1013,1077,1144,1015,783,835,D,0.15859449192782527
진도군,H,155,160,140,140,134,152,155,160,140,140,134,152,D,0.028869895536562204
진도군,I,598,607,821,589,599,657,598,607,821,589,599,657,D,0.12478632478632479
진도군,J,27,47,42,51,38,35,27,47,42,51,38,35,D,0.006647673314339981
진도군,K,299,320,309,295,303,300,299,320,309,295,303,300,D,0.05698005698005698
진도군,L,5,14,17,13,30,28,5,14,17,13,30,28,D,0.005318138651471985
진도군,M,80,76,61,94,73,94,80,76,61,94,73,94,D,0.01785375118708452
진도군,N,29,50,76,36,46,65,29,50,76,36,46,65,D,0.012345679012345678
진도군,P,201,216,203,181,184,200,201,216,203,181,184,200,D,0.03798670465337132
진도군,Q,743,730,767,1083,828,922,743,730,767,1083,828,922,D,0.17511870845204178
진도군,R,117,131,167,110,144,114,117,131,167,110,144,114,D,0.021652421652421653
진도군,S,284,311,335,287,278,277,284,311,335,287,278,277,D,0.05261158594491928
신안군,A,43,35,46,52,181,182,43,35,46,52,181,182,I,0.027323224741029876
신안군,B,410,275,241,250,377,202,410,275,241,250,377,202,I,0.030325776910373817
신안군,C,793,746,711,696,647,734,793,746,711,696,647,734,I,0.11019366461492268
신안군,D,162,144,172,145,167,143,162,144,172,145,167,143,I,0.02146824801080919
신안군,E,18,17,24,14,16,15,18,17,24,14,16,15,I,0.002251914127007957
신안군,F,669,890,620,674,1677,1418,669,890,620,674,1677,1418,I,0.2128809488064855
신안군,G,425,506,575,565,812,724,425,506,575,565,812,724,I,0.10869238853025072
신안군,H,235,198,252,291,352,408,235,198,252,291,352,408,I,0.06125206425461643
신안군,I,404,442,582,539,501,591,404,442,582,539,501,591,I,0.0887254166041135
신안군,J,73,68,58,67,64,79,73,68,58,67,64,79,I,0.011860081068908573
신안군,K,263,256,240,234,224,248,263,256,240,234,224,248,I,0.037231646899864884
신안군,L,5,4,10,6,12,29,5,4,10,6,12,29,I,0.004353700645548716
신안군,M,41,104,124,120,226,251,41,104,124,120,226,251,I,0.03768202972526648
신안군,N,63,44,62,55,127,74,63,44,62,55,127,74,I,0.011109443026572586
신안군,P,25,36,31,31,42,22,25,36,31,31,42,22,I,0.0033028073862783366
신안군,Q,645,768,821,877,1031,1103,645,768,821,877,1031,1103,I,0.16559075213931843
신안군,R,70,74,103,86,104,126,70,74,103,86,104,126,I,0.018916078666866835
신안군,S,212,231,240,207,313,312,212,231,240,207,313,312,I,0.0468398138417655
포항시,A,132,223,205,204,236,237,132,223,205,204,236,237,I,0.0014146044479461375
포항시,B,76,64,60,37,44,39,76,64,60,37,44,39,I,0.00023278301042151632
포항시,C,38132,39196,39789,38987,40537,41119,38132,39196,39789,38987,40537,41119,I,0.24543088732108537
포항시,D,317,320,333,339,321,357,317,320,333,339,321,357,I,0.0021308598646277263
포항시,E,1304,1525,1563,1753,2270,1949,1304,1525,1563,1753,2270,1949,I,0.011633181725936803
포항시,F,16083,17708,17895,14801,16338,17373,16083,17708,17895,14801,16338,17373,I,0.103695877950077
포항시,G,17033,17280,18531,14137,15786,15592,17033,17280,18531,14137,15786,15592,I,0.09306545380749442
포항시,H,7719,7510,8280,6954,9191,7833,7719,7510,8280,6954,9191,7833,I,0.0467535723238907
포항시,I,14686,15205,16598,10860,12190,13426,14686,15205,16598,10860,12190,13426,I,0.08013704353639174
포항시,J,1745,1848,1870,1716,1867,1953,1745,1848,1870,1716,1867,1953,I,0.011657056906492855
포항시,K,5797,5794,5733,5373,5504,5312,5797,5794,5733,5373,5504,5312,I,0.031706239778438325
포항시,L,2361,2412,2493,2071,2572,2864,2361,2412,2493,2071,2572,2864,I,0.017094629278133915
포항시,M,6240,8991,8881,7713,8931,8165,6240,8991,8881,7713,8931,8165,I,0.048735212310043095
포항시,N,9725,10092,10873,9094,10344,11237,9725,10092,10873,9094,10344,11237,I,0.06707135097709177
포항시,P,9219,9213,9897,8815,9110,8936,9219,9213,9897,8815,9110,8936,I,0.0533371533622223
포항시,Q,17893,18782,19638,20983,22685,24023,17893,18782,19638,20983,22685,24023,I,0.14338836562451504
포항시,R,1746,2290,2311,1516,1537,1754,1746,2290,2311,1516,1537,1754,I,0.010469266673829221
포항시,S,5993,6154,6293,4954,5252,5369,5993,6154,6293,4954,5252,5369,I,0.03204646110136208
경주시,A,309,356,403,264,372,366,309,356,403,264,372,366,D,0.003701793245744455
경주시,B,55,53,38,44,66,54,55,53,38,44,66,54,D,0.0005461662165852474
경주시,C,41318,41069,40662,37385,36689,39738,41318,41069,40662,37385,36689,39738,D,0.401917650271566
경주시,D,3295,3352,1975,1919,1873,1897,3295,3352,1975,1919,1873,1897,D,0.019186616904855822
경주시,E,1081,1235,1172,1134,1303,1453,1081,1235,1172,1134,1303,1453,D,0.014695916901821565
경주시,F,5709,5631,5443,4621,5343,5137,5709,5631,5443,4621,5343,5137,D,0.05195658989997067
경주시,G,8102,7835,8337,6910,6964,7138,8102,7835,8337,6910,6964,7138,D,0.0721950824812129
경주시,H,2710,2860,2886,2665,2526,2376,2710,2860,2886,2665,2526,2376,D,0.024031313529750888
경주시,I,9789,10360,10765,7536,7762,9950,9789,10360,10765,7536,7762,9950,D,0.10063618250042985
경주시,J,362,436,459,412,510,571,362,436,459,412,510,571,D,0.005775202030929191
경주시,K,2354,2523,2401,1880,2131,2208,2354,2523,2401,1880,2131,2208,D,0.022332129744819008
경주시,L,1006,1013,1009,838,939,990,1006,1013,1009,838,939,990,D,0.01001304730406287
경주시,M,1796,1815,3328,3562,3812,4068,1796,1815,3328,3562,3812,4068,D,0.04114452164942197
경주시,N,3040,2961,3813,3243,3249,3244,3040,2961,3813,3243,3249,3244,D,0.03281042975189894
경주시,P,4347,4332,4202,4005,3965,3677,4347,4332,4202,4005,3965,3677,D,0.03718987367377694
경주시,Q,8643,8849,9642,9915,10977,11573,8643,8849,9642,9915,10977,11573,D,0.11705151156557535
경주시,R,2092,2305,2552,1831,1883,2040,2092,2305,2552,1831,1883,2040,D,0.020632945959887124
경주시,S,2782,2796,2903,2347,2190,2391,2782,2796,2903,2347,2190,2391,D,0.024183026367691235
김천시,A,267,265,265,339,341,386,267,265,265,339,341,386,I,0.008167237950150227
김천시,B,77,97,72,104,103,147,77,97,72,104,103,147,I,0.0031103211882696456
김천시,C,12436,12912,13453,12986,12834,14039,12436,12912,13453,12986,12834,14039,I,0.2970462528035208
김천시,D,101,111,108,122,111,111,101,111,108,122,111,111,I,0.0023486098768566712
김천시,E,347,410,432,432,472,558,347,410,432,432,472,558,I,0.011806525326901105
김천시,F,3230,3174,3434,3095,3119,4029,3230,3174,3434,3095,3119,4029,I,0.08524819093563539
김천시,G,3882,3867,4314,3344,3406,4277,3882,3867,4314,3344,3406,4277,I,0.09049553552536922
김천시,H,2694,2843,2775,2569,2579,2732,2694,2843,2775,2569,2579,2732,I,0.057805425077229064
김천시,I,3363,3482,3641,2304,2705,3379,3363,3482,3641,2304,2705,3379,I,0.07149507003512336
김천시,J,149,160,268,217,259,414,149,160,268,217,259,414,I,0.008759680081249206
김천시,K,1230,1256,1145,1123,1152,1158,1230,1256,1145,1123,1152,1158,I,0.02450171385045068
김천시,L,635,708,697,719,636,701,635,708,697,719,636,701,I,0.014832211925013753
김천시,M,3504,3592,3846,3541,3637,3527,3504,3592,3846,3541,3637,3527,I,0.07462654987093224
김천시,N,1209,1259,1666,1290,1302,1354,1209,1259,1666,1290,1302,1354,I,0.02864880876814354
김천시,P,1817,1915,2036,1798,1761,1965,1817,1915,2036,1798,1761,1965,I,0.041576742414624855
김천시,Q,5331,6210,7271,6276,6181,6889,5331,6210,7271,6276,6181,6889,I,0.14576192289788836
김천시,R,307,373,426,277,307,387,307,373,426,277,307,387,I,0.008188396597689475
김천시,S,1117,1213,1216,1031,989,1209,1117,1213,1216,1031,989,1209,I,0.025580804874952394
안동시,A,238,225,235,251,306,303,238,225,235,251,306,303,I,0.007468572837071728
안동시,B,111,114,133,94,73,99,111,114,133,94,73,99,I,0.0024402267685481884
안동시,C,3586,3762,4080,4051,4139,4224,3586,3762,4080,4051,4139,4224,I,0.1041163421247227
안동시,D,352,358,555,457,550,555,352,358,555,457,550,555,I,0.013680059157012571
안동시,E,270,276,293,278,319,322,270,276,293,278,319,322,I,0.007936899186591077
안동시,F,4465,4361,4586,3417,3534,3598,4465,4361,4586,3417,3534,3598,I,0.08868622134582203
안동시,G,6023,6152,6540,5112,5078,5542,6023,6152,6540,5112,5078,5542,I,0.1366034015282228
안동시,H,1189,1283,1432,1612,1691,1229,1189,1283,1432,1612,1691,1229,I,0.03029332018733054
안동시,I,3723,4451,4555,2990,3229,3540,3723,4451,4555,2990,3229,3540,I,0.08725659354202613
안동시,J,749,686,562,573,638,704,749,686,562,573,638,704,I,0.017352723687453782
안동시,K,2051,2091,2217,1968,2033,2057,2051,2091,2217,1968,2033,2057,I,0.050702489524279026
안동시,L,1067,1015,992,894,932,977,1067,1015,992,894,932,977,I,0.024081833867389695
안동시,M,1487,1332,1547,1788,1857,1861,1487,1332,1547,1788,1857,1861,I,0.045871333497658366
안동시,N,825,765,876,722,722,910,825,765,876,722,722,910,I,0.022430367266453043
안동시,P,2771,2745,2990,2675,2622,2592,2771,2745,2990,2675,2622,2592,I,0.06388957357653438
안동시,Q,7210,7590,8257,8570,9093,9432,7210,7590,8257,8570,9093,9432,I,0.23248705940350012
안동시,R,832,1048,935,605,867,865,832,1048,935,605,867,865,I,0.021321173280749322
안동시,S,1692,1815,1947,1682,1728,1760,1692,1815,1947,1682,1728,1760,I,0.04338180921863446
구미시,A,247,246,295,295,268,447,247,246,295,295,268,447,D,0.0027315225029790093
구미시,B,65,47,40,35,19,26,65,47,40,35,19,26,D,0.00015888050352898042
구미시,C,93895,87930,84413,81576,82844,85965,93895,87930,84413,81576,82844,85965,D,0.5253139417641847
구미시,D,428,452,462,499,439,434,428,452,462,499,439,434,D,0.0026520822512145193
구미시,E,768,768,834,899,835,798,768,768,834,899,835,798,D,0.004876409300620245
구미시,F,9119,9366,8963,8833,7645,8041,9119,9366,8963,8833,7645,8041,D,0.04913685111063583
구미시,G,13036,12705,13822,11020,11171,10994,13036,12705,13822,11020,11171,10994,D,0.06718200983836964
구미시,H,3964,3814,3447,3488,2996,2948,3964,3814,3447,3488,2996,2948,D,0.018014604784747472
구미시,I,10770,11131,11713,8452,8527,9714,10770,11131,11713,8452,8527,9714,D,0.059360200433865994
구미시,J,1006,923,933,763,798,967,1006,923,933,763,798,967,D,0.005909132573558617
구미시,K,4681,4679,4427,4299,4325,4490,4681,4679,4427,4299,4325,4490,D,0.027437440801735463
구미시,L,3450,3307,3375,3620,4819,4601,3450,3307,3375,3620,4819,4601,D,0.028115738336032266
구미시,M,2727,2859,2936,3309,3408,3746,2727,2859,2936,3309,3408,3746,D,0.022891014085367718
구미시,N,7820,7223,6994,7291,5426,6268,7820,7223,6994,7291,5426,6268,D,0.03830242292767882
구미시,P,5543,5325,5777,5462,5557,5570,5543,5325,5777,5462,5557,5570,D,0.03403709248678542
구미시,Q,11724,12854,13303,13335,13975,14100,11724,12854,13303,13335,13975,14100,D,0.08616211922148553
구미시,R,1625,1562,1928,1150,1185,1320,1625,1562,1928,1150,1185,1320,D,0.00806624094839439
구미시,S,3879,3910,4177,3184,2956,3216,3879,3910,4177,3184,2956,3216,D,0.019652296128815423
영주시,A,61,74,74,103,98,129,61,74,74,103,98,129,D,0.004884513441878077
영주시,B,134,154,121,117,130,147,134,154,121,117,130,147,D,0.005566073457023855
영주시,C,5332,5474,5729,5241,5383,5641,5332,5474,5729,5241,5383,5641,D,0.21359333585762968
영주시,D,129,143,126,130,132,130,129,143,126,130,132,130,D,0.004922377887163953
영주시,E,137,160,195,166,176,197,137,160,195,166,176,197,D,0.007459295721317683
영주시,F,2700,2736,2738,2088,2059,2246,2700,2736,2738,2088,2059,2246,D,0.08504354411207876
영주시,G,4286,3963,4099,3136,3117,3231,4286,3963,4099,3136,3117,3231,D,0.12234002271866717
영주시,H,1728,1579,1634,1423,1491,1451,1728,1579,1634,1423,1491,1451,D,0.05494131010980689
영주시,I,3329,3344,3362,2006,2105,2739,3329,3344,3362,2006,2105,2739,D,0.1037107156380159
영주시,J,268,282,287,234,242,213,268,282,287,234,242,213,D,0.008065126845891708
영주시,K,1326,1432,1300,1170,1187,1166,1326,1432,1300,1170,1187,1166,D,0.04414994320333207
영주시,L,485,472,450,390,373,369,485,472,450,390,373,369,D,0.013971980310488451
영주시,M,543,594,620,585,629,680,543,594,620,585,629,680,D,0.025747822794396063
영주시,N,449,469,571,544,550,629,449,469,571,544,550,629,D,0.023816736084816357
영주시,P,1984,2071,2151,1831,1822,1820,1984,2071,2151,1831,1822,1820,D,0.06891329042029534
영주시,Q,3481,3995,4284,4025,4078,4059,3481,3995,4284,4025,4078,4059,D,0.15369178341537296
영주시,R,383,462,583,311,442,460,383,462,583,311,442,460,D,0.01741764483150322
영주시,S,1216,1194,1218,999,936,1103,1216,1194,1218,999,936,1103,D,0.04176448315032185
영천시,A,275,315,299,392,410,327,275,315,299,392,410,327,I,0.008869239740703572
영천시,B,35,31,43,14,14,14,35,31,43,14,14,14,I,0.00037972280235428136
영천시,C,17217,17226,17249,15386,15270,16174,17217,17226,17249,15386,15270,16174,I,0.43868832894843907
영천시,D,54,62,62,61,62,62,54,62,62,61,62,62,I,0.001681629553283246
영천시,E,297,370,342,378,464,491,297,370,342,378,464,491,I,0.013317421139710869
영천시,F,1890,1863,2043,2270,4891,3453,1890,1863,2043,2270,4891,3453,I,0.0936559168949524
영천시,G,3065,3010,3160,2810,2918,3210,3065,3010,3160,2810,2918,3210,I,0.08706501396837452
영천시,H,689,695,803,644,662,690,689,695,803,644,662,690,I,0.018714909544603867
영천시,I,1717,1852,2121,1524,1480,1579,1717,1852,2121,1524,1480,1579,I,0.042827307494100735
영천시,J,83,87,75,84,107,85,83,87,75,84,107,85,I,0.0023054598714367085
영천시,K,895,854,824,777,804,841,895,854,824,777,804,841,I,0.022810491198567904
영천시,L,498,427,367,371,528,458,498,427,367,371,528,458,I,0.012422360248447204
영천시,M,526,601,585,557,711,643,526,601,585,557,711,643,I,0.017440125850985925
영천시,N,746,809,980,963,1297,1117,746,809,980,963,1297,1117,I,0.03029645501640945
영천시,P,975,920,1113,1021,965,1029,975,920,1113,1021,965,1029,I,0.02790962597303968
영천시,Q,3769,3915,4094,4231,4859,5394,3769,3915,4094,4231,4859,5394,I,0.1463017711356424
영천시,R,635,568,607,395,495,578,635,568,607,395,495,578,I,0.015677127125769616
영천시,S,803,824,943,777,965,724,803,824,943,777,965,724,I,0.01963709349317855
상주시,A,208,230,197,225,294,360,208,230,197,225,294,360,I,0.014834961058227222
상주시,B,48,54,37,39,51,60,48,54,37,39,51,60,I,0.002472493509704537
상주시,C,4039,4298,4383,4363,4140,4519,4039,4298,4383,4363,4140,4519,I,0.18621996950591338
상주시,D,61,51,52,52,58,54,61,51,52,52,58,54,I,0.0022252441587340835
상주시,E,121,132,135,148,157,177,121,132,135,148,157,177,I,0.007293855853628384
상주시,F,3438,3618,3503,3108,2975,3342,3438,3618,3503,3108,2975,3342,I,0.1377178884905427
상주시,G,2573,2474,2687,2095,2369,2660,2573,2474,2687,2095,2369,2660,I,0.10961387893023447
상주시,H,864,787,919,853,755,739,864,787,919,853,755,739,I,0.03045287839452755
상주시,I,1489,1582,1688,1272,1238,1387,1489,1582,1688,1272,1238,1387,I,0.05715580829933655
상주시,J,126,118,115,123,96,100,126,118,115,123,96,100,I,0.004120822516174228
상주시,K,1092,952,936,885,866,852,1092,952,936,885,866,852,I,0.035109407837804425
상주시,L,280,289,276,256,280,266,280,289,276,256,280,266,I,0.010961387893023448
상주시,M,601,619,692,657,702,750,601,619,692,657,702,750,I,0.030906168871306712
상주시,N,538,347,385,332,320,413,538,347,385,332,320,413,I,0.017018996991799564
상주시,P,909,977,995,833,864,898,909,977,995,833,864,898,I,0.037004986195244574
상주시,Q,3425,3571,4030,4569,6059,6327,3425,3571,4030,4569,6059,6327,I,0.26072444059834343
상주시,R,521,531,528,422,469,489,521,531,528,422,469,489,I,0.020150822104091977
상주시,S,906,979,1031,908,800,874,906,979,1031,908,800,874,I,0.03601598879136276
문경시,A,130,162,158,158,160,175,130,162,158,158,160,175,I,0.010240505588390193
문경시,B,55,57,61,62,68,66,55,57,61,62,68,66,I,0.0038621335361928725
문경시,C,2808,2964,3075,3202,3174,3196,2808,2964,3075,3202,3174,3196,I,0.18702089063140032
문경시,D,39,43,42,45,48,46,39,43,42,45,48,46,I,0.0026917900403768506
문경시,E,148,135,151,142,179,195,148,135,151,142,179,195,I,0.011410849084206214
문경시,F,1644,1733,1791,1348,1532,1582,1644,1733,1791,1348,1532,1582,I,0.09257417051904734
문경시,G,2023,1852,2111,1834,1905,1893,2023,1852,2111,1834,1905,1893,I,0.11077301187898649
문경시,H,462,406,493,601,619,385,462,406,493,601,619,385,I,0.022529112294458423
문경시,I,1455,1529,1951,1223,1175,1372,1455,1529,1951,1223,1175,1372,I,0.0802855638129791
문경시,J,63,71,68,62,51,58,63,71,68,62,51,58,I,0.0033939961378664637
문경시,K,749,803,797,723,746,701,749,803,797,723,746,701,I,0.04102053952835157
문경시,L,136,129,130,126,128,144,136,129,130,126,128,144,I,0.008426473169875359
문경시,M,262,253,295,284,346,328,262,253,295,284,346,328,I,0.01919363333138276
문경시,N,248,272,408,190,258,402,248,272,408,190,258,402,I,0.02352390426590204
문경시,P,744,726,786,656,644,605,744,726,786,656,644,605,I,0.03540289074843467
문경시,Q,4021,4083,4718,4788,4849,5029,4021,4083,4718,4788,4849,5029,I,0.29428287202293874
문경시,R,309,293,299,216,222,285,309,293,299,216,222,285,I,0.016677394815378315
문경시,S,644,647,750,569,595,627,644,647,750,569,595,627,I,0.03669026859383229
경산시,A,156,118,121,143,187,206,156,118,121,143,187,206,I,0.0022389600791244144
경산시,B,101,104,106,106,117,95,101,104,106,106,117,95,I,0.0010325301335767931
경산시,C,35137,35063,36324,32584,32397,33346,35137,35063,36324,32584,32397,33346,I,0.36242894562370254
경산시,D,365,371,267,239,247,258,365,371,267,239,247,258,I,0.0028041344680296066
경산시,E,458,493,539,500,538,574,458,493,539,500,538,574,I,0.006238655754453466
경산시,F,4520,5250,4929,4502,4893,4873,4520,5250,4929,4502,4893,4873,I,0.0529633614833654
경산시,G,8394,8646,9304,7533,8484,8834,8394,8646,9304,7533,8484,8834,I,0.09601443368439358
